PaperName,URL,LastEdited,Disciplines,Tags
Mother-Child Reminiscing about Emotionally Negative Events and Children’s Long-Term Mental Health,https://psyarxiv.com/cba78/,"Jun 20, 2021","['Social and Behavioral Sciences', 'Developmental Psychology', 'Middle & Late Childhood', 'Cultural Psychology', 'Cross-cultural Psychology', 'Early Childhood']","['culture', 'family emotional talk', 'longitudinal study', 'mental health', 'mother-child reminiscing', 'well-being']"
Dynamic Dataset of Global Population Mental Wellbeing,https://psyarxiv.com/vtzne/,"Jul 4, 2021","['Social and Behavioral Sciences', 'Psychiatry', 'Clinical Psychology', 'Mental Disorders', 'Neuroscience', 'Clinical Neuroscience']","['anxiety', 'assessment', 'big data', 'cross-disorder', 'dataset', 'depression', 'DSM', 'dynamic', 'global', 'mental disorder', 'mental health', 'mental illness', 'psychiatry', 'transdiagnostic', 'wellbeing', 'well-being']"
Selected sociodemographic and clinical predictors of the clock drawing test performance in Polish community dwelling seniors,https://psyarxiv.com/8ycaj/,"Jul 4, 2021","['Neuroscience', 'Clinical Neuroscience', 'Cognitive Neuroscience', 'Life Sciences', 'Psychiatry']","['clock drawing test', 'cognitive impairment', 'cognitive screening', 'dementia', 'sociodemographic factors']"
Type 2 diabetes mellitus and increased risk of substance use disorder development: an educational module to promote assessment implementation in endocrinological settings,https://psyarxiv.com/2pef5/,"Jun 7, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Substance Abuse and Addiction', 'Psychiatry', 'Mental Disorders', 'Assessment']","['alcohol use disorder', 'cocaine use disorder', 'co-morbidities', 'co-occurring disorders', 'opioid use disorder', 'psychiatric disorder', 'substance use disorder', 'substance use disorder risk', 'tobacco use disorder', 'type 2 diabetes', 'type 2 diabetes mellitus']"
Parental Nativity and Familial Acceptance of Sexual and Gender Minority Latinx Youth,https://psyarxiv.com/a5ynj/,"Jun 29, 2021","['Social and Behavioral Sciences', 'Educational Psychology', 'Psychology, other']",[]
"Only human: Mental health difficulties among clinical, counseling, and school psychology faculty and trainees",https://psyarxiv.com/xbfr6/,"Jul 13, 2021","['Social and Behavioral Sciences', 'Quantitative Methods', 'Clinical Psychology', 'Mental Disorders', 'Diagnosis', 'Assessment']","['higher education', 'lived experience', 'mental illness', 'psychology']"
Emotion regulation in response to daily negative and positive events in youth: The role of event intensity and psychopathology,https://psyarxiv.com/2t6gy/,"Jun 15, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Mental Disorders']","['emotion regulation', 'experience sampling method', 'positive emotion regulation', 'psychopathology']"
Predicting the General P-factor of Psychopathology using Lower Levels of the Personality Hierarchy,https://psyarxiv.com/g3aqh/,"Jun 15, 2021","['Psychiatry', 'Social and Behavioral Sciences', 'Clinical Psychology']",[]
The trajectory of psychiatric problems following an adolescent vs. young adult onset of alcohol use disorder,https://psyarxiv.com/eq2vd/,"Jul 30, 2021","['Social and Behavioral Sciences', 'Clinical Psychology']",[]
Examining the accuracy of estimated smartphone use: How well-being and usage level predict discrepancies between estimated and actual use,https://psyarxiv.com/3sju4/,"Jul 16, 2020","['Social and Behavioral Sciences', 'Perception', 'Psychology, other']","['accuracy', 'information technology', 'measurement', 'screen time', 'smartphone', 'social media', 'well-being']"
Social context and the real-world consequences of social anxiety,https://psyarxiv.com/ghysp/,"May 30, 2019","['Social and Behavioral Sciences', 'Clinical Psychology', 'Emotion', 'Social and Personality Psychology', 'Individual Differences', 'Personality and Situations', 'Interpersonal Relationships', 'Affect and Emotion Regulation', 'Psychiatry']","['affective science', 'ecological momentary assessment (EMA)', 'emotion', 'experience sampling method (ESM)', 'individual differences', 'social anxiety']"
Approach and Avoidance Patterns in Reward Learning Across Domains: An Initial Examination of the Social Iowa Gambling Task,https://psyarxiv.com/tnzfk/,"Jan 6, 2020","['Social and Behavioral Sciences', 'Emotion', 'Social and Personality Psychology']","['approach and avoidance', 'emotions', 'Iowa Gambling Task', 'learning', 'social']"
Suicidal Ideation in Elite Schools: A Test of the Interpersonal Theory and the Escape Theory of Suicide,https://psyarxiv.com/8nb5y/,"May 18, 2019","['Engineering Psychology', 'Psychiatry', 'Social and Behavioral Sciences']","['escape theory', 'feelings of failure and escape motivation', 'interpersonal theory', 'perceived burdensomeness and thwarted belongingness', 'suicide ideation']"
Emotion Dynamics Concurrently and Prospectively Predict Mood Psychopathology,https://psyarxiv.com/n7xza/,"Oct 1, 2019","['Social and Behavioral Sciences', 'Emotion', 'Clinical Psychology', 'Bipolar and Related Disorders', 'Depressive Disorders']","['affect', 'bipolar', 'depression', 'EMA', 'emotion dynamics', 'ESM', 'instability']"
Boredom Makes Me Sick: Adolescents’ Boredom Trajectories and Their Health-Related Quality of Life,https://psyarxiv.com/zm5es/,"Apr 20, 2021","['Social and Behavioral Sciences', 'Emotion']","['achievement emotions', 'adolescents', 'boredom', 'health-related quality of life']"
Quantifying the reliability and replicability of psychopathology network characteristics,https://psyarxiv.com/re5vp/,"Mar 26, 2019","['Social and Behavioral Sciences', 'Psychology, other', 'Life Sciences']",[]
Trajectories of change in internalizing symptoms during the COVID-19 pandemic: A longitudinal population-based study,https://psyarxiv.com/6e25y/,"Mar 1, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Quantitative Methods']","['anxiety', 'COVID-19', 'depression', 'internalizing symptoms', 'longitudinal', 'mental health', 'population study', 'resilience', 'stress']"
Aggressive Outbursts among Adults with Major Depressive Disorder: Results from the Collaborative Psychiatric Epidemiological Study,https://psyarxiv.com/quhcz/,"Jan 26, 2021","['Psychiatry', 'Social and Behavioral Sciences', 'Clinical Psychology', 'Disruptive, Impulse-control, and Conduct Disorders', 'Depressive Disorders']","['aggression', 'anger', 'depression', 'epidemiology']"
Information Dissemination and the COVID-19 Pandemic: The Relationship between Different Information Sources and Symptoms of Psychopathology,https://psyarxiv.com/pwhb9/,"Feb 8, 2021","['Social and Behavioral Sciences', 'Social and Personality Psychology', 'Community', 'Life Sciences', 'Social Influence', 'Self-regulation', 'Health Psychology', 'Clinical Psychology', 'Impression Formation']","['avoidance', 'COVID-19', 'information sources', 'psychopathology']"
The Origins of Boredom,https://psyarxiv.com/bz6n8/,"Mar 29, 2021","['Social and Behavioral Sciences', 'Emotion', 'Evolution']","['adaptive', 'attention', 'boredom', 'emotion', 'evolution', 'meaning']"
Concurrent and Prospective Associations Between Fitbit Derived RDoC Arousal and Regulation Constructs and Adolescent Internalizing Symptoms,https://psyarxiv.com/wvpt2/,"Jan 16, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Mental Disorders']","['adolescence', 'fitbit', 'heart rate', 'internalizing symptoms', 'sleep duration', 'step count', 'wearables']"
Using Network Analysis to Compare Caregiver and Youth Reports of Youths’ Depressive Symptoms,https://psyarxiv.com/dhxp5/,"Oct 31, 2018","['Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders']","['adolescent', 'depression', 'network analysis', 'symptom-level']"
Attentional bias and its temporal dynamics among war veterans suffering from chronic pain: investigating the contribution of post-traumatic stress symptoms,https://psyarxiv.com/mkbyz/,"Jul 15, 2019","['Social and Behavioral Sciences', 'Cognitive Psychology', 'Attention']","['Attentional bias', 'chronic pain', 'dot-probe task', 'post-traumatic stress disorder', 'trial-level bias score', 'veterans']"
Increasing Anticipated and Anticipatory Pleasure through Episodic Thinking,https://psyarxiv.com/ag2sf/,"Jul 7, 2020","['Social and Behavioral Sciences', 'Cognitive Psychology', 'Imagery', 'Emotion', 'Consciousness', 'Memory']",['episodic future thinking; episodic thinking; anticipatory pleasure; behavioural intention; mental imagery']
"Search for solutions, learning, simulation, and choice processes in suicidal behavior",https://psyarxiv.com/ezjt9/,"Mar 24, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Disruptive, Impulse-control, and Conduct Disorders', 'Depressive Disorders', 'Neuroscience', 'Clinical Neuroscience', 'Computational Neuroscience', 'Psychiatry']","['cognitive deficits', 'consideration sets', 'decision-making', 'depression', 'impulsivity', 'neuroticism', 'reinforcement learning', 'stress-diathesis', 'Suicide']"
Artificial Intelligence Language Predictors of Two-Year Trauma-Related Outcomes,https://psyarxiv.com/8fv5r/,"Apr 28, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Psychiatry', 'Trauma and Stress']","['artificial intelligence', 'assessment', 'first responders', 'natural language processing', 'trauma']"
Adolescents’ Motivations to Engage in Social Distancing during the COVID-19 Pandemic: Associations with Mental and Social Health,https://psyarxiv.com/jd2kq/,"Apr 6, 2020","['Social and Behavioral Sciences', 'Developmental Psychology', 'Social Development', 'Clinical Psychology', 'Trauma and Stress', 'Adolescence', 'Health Psychology', 'Social health', 'Social and Personality Psychology', 'Social Well-being']","['adolescence', 'anxiety', 'autonomy', 'belongingness', 'burdensomeness', 'COVID-19', 'depression', 'development', 'interpersonal needs', 'mental health', 'motivation', 'pandemic', 'self-determination theory']"
"Cognitive Ability, Reward Processing and Personality Associated with Different Aspects of Smartphone Use",https://psyarxiv.com/sqfu2/,"Mar 24, 2020","['Social and Behavioral Sciences', 'Cognitive Psychology', 'Learning']","['addiction', 'cognitive', 'internet', 'personality', 'reinforcement learning', 'smartphone']"
Mental health outcomes of quarantine and isolation for infection prevention: A systematic umbrella review of the global evidence,https://psyarxiv.com/dz5v2/,"Sep 24, 2020","['Meta-science', 'Social and Behavioral Sciences', 'Clinical Psychology', 'Psychiatry', 'Life Sciences', 'Health Psychology']","['Communicable diseases', 'coronavirus', 'COVID-19', 'Epidemic', 'Evidence-based Medicine', 'Global Health', 'Mental Disorders', 'Mental Health', 'Meta-analysis', 'Outbreak', 'Pandemic', 'Quarantine', 'Systematic Review', 'Umbrella Review']"
Loneliness in the UK during the COVID-19 pandemic: Cross-sectional results from The COVID-19 Psychological Wellbeing Study,https://psyarxiv.com/j2pce/,"Oct 18, 2020","['Social and Behavioral Sciences', 'Health Psychology', 'Social health', 'Mental Health']","['covid-19', 'cross-sectional studies', 'emotion regulation', 'loneliness', 'mental health', 'prevalence', 'protective factors', 'public health', 'risk factors']"
"Measuring COVID-19 Fear and Threat in Australian, Indian, and Nepali University Students",https://psyarxiv.com/4s65q/,"Jan 27, 2021","['Social and Behavioral Sciences', 'Social and Personality Psychology', 'Individual Differences']","['Australia', 'contagion-related fear', 'COVID-19', 'COVID-19-related fear', 'fear', 'India', 'Indian', 'international students', 'mental health', 'Nepal', 'Scale validation', 'university students']"
What was the impact of COVID-19 on Adolescent and Young Adult cancer care and their wellbeing? Results from a cross-sectional online survey conducted in the early stages of the pandemic,https://psyarxiv.com/kb6t5/,"Jul 1, 2020","['Social and Behavioral Sciences', 'Health Psychology', 'Mental Health']","['adolescent', 'anxiety', 'cancer', 'COVID-19', 'depression', 'distress', 'information needs', 'survey', 'young adult']"
Emotion Regulation Strategy Usage Explains Links Between Institutional Caregiving and Elevated Internalizing Symptoms,https://psyarxiv.com/6dnkf/,"Nov 30, 2020","['Social and Behavioral Sciences', 'Developmental Psychology', 'Emotion', 'Cognitive Psychology', 'Clinical Psychology']","['Anxiety', 'Cognitive Reappraisal', 'Depression', 'Early Adversity', 'ELA', 'Emotion Regulation', 'Expressive Suppression', 'Internalizing Symptoms', 'Open Science', 'PI', 'Previously Institutionalized', 'Somatic Complaints', 'Withdrawal']"
Mental health risk factors during COVID-19 pandemic in the Polish population,https://psyarxiv.com/3ku8w/,"Nov 2, 2020","['Social and Behavioral Sciences', 'Health Psychology', 'Social health', 'Prevention', 'Clinical Psychology', 'Stress', 'Illness', 'Cognitive Psychology', 'Mental Health', 'Psychiatry']","['anxiety symptoms', 'coronavirus disease 2019 (COVID-19)', 'depressive symptoms', 'post-traumatic stress symptoms', 'stress']"
From ‘It has stopped our lives’ to ‘Spending more time together has strengthened bonds': The varied experiences of Australian families during COVID-19,https://psyarxiv.com/a9jhe/,"Dec 3, 2020","['Social and Behavioral Sciences', 'Developmental Psychology', 'Psychology, other']","['Australia', 'COVID-19', 'family relationships', 'qualitative', 'social restrictions']"
Decision tree stability and its effect on interpretation.,https://psyarxiv.com/f2utw/,"Sep 18, 2018","['Social and Behavioral Sciences', 'Quantitative Methods']","['CART', 'data mining', 'decision trees', 'machine learning', 'recursive partitioning']"
Intrauterine alcohol exposure and offspring mental health: A systematic review,https://psyarxiv.com/yk865/,"Dec 5, 2018","['Social and Behavioral Sciences', 'Psychology, other', 'Life Sciences']","['alcohol', 'intrauterine', 'mental health', 'pregnancy']"
Psychopathology and Episodic Future Thinking: A Systematic Review and Meta-Analysis of Specificity and Episodic Detail,https://psyarxiv.com/xwfhq/,"May 3, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Psychiatry']","['autobiographical memory specificity', 'episodic detail', 'episodic future thinking', 'episodic specificity', 'psychopathology']"
Learning it the hard way – how enjoying life and positive appraisal buffer the negative effects of stressors on mental health in the COVID-19 pandemic,https://psyarxiv.com/c4zmx/,"Mar 21, 2021",['Psychiatry'],"['anhedonia', 'COVID-19', 'mental health', 'positive appraisal', 'reward learning', 'stress']"
Suicidality and Treatment Experience Among Young People Who Inject Drugs,https://psyarxiv.com/yxwqd/,"Oct 15, 2020","['Social and Behavioral Sciences', 'Psychology, other']","['mental health treatment', 'people who inject drugs', 'suicide']"
Development and Validation of a Novel Dementia Risk Score in the UK Biobank Cohort,https://psyarxiv.com/5yvjr/,"Mar 3, 2021","['Social and Behavioral Sciences', 'Health Psychology', 'Prevention', 'Psychiatry']","['Dementia', 'Prevention', 'Risk Prediction', 'UK Biobank']"
Interoceptive abnormalities and suicidality: A systematic review,https://psyarxiv.com/4p6w5/,"Sep 25, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Psychiatry']","['interoception', 'suicidality', 'suicide']"
The Structure of Adolescent Temperament and Associations with Psychological Functioning: A Replication and Extension of Snyder et al. (2015),https://psyarxiv.com/cx4tv/,"Dec 11, 2020","['Social and Behavioral Sciences', 'Social and Personality Psychology', 'Individual Differences']","['adolescence', 'generalizability', 'replication', 'temperament']"
A review on aversive Pavlovian-to-Instrumental transfer in humans,https://psyarxiv.com/dyz29/,"Sep 18, 2020","['Social and Behavioral Sciences', 'Clinical Psychology']",[]
"Transcranial Focused Ultrasound Alters Conflict and Emotional Processing, Physiology, and Performance II: Right Anterior Insula/Frontal Operculum Targeting",https://psyarxiv.com/qgx5d/,"Dec 2, 2020","['Neuroscience', 'Behavioral Neuroscience', 'Systems Neuroscience', 'Clinical Neuroscience', 'Psychiatry']","['attention', 'default mode network', 'emotion', 'focused ultrasound', 'mental health', 'neuromodulation', 'neurotech']"
"COVID-19 Pandemic, Personality and Geriatric Population: Proposed Pragmatism",https://psyarxiv.com/4d9pz/,"Mar 11, 2021","['Social and Behavioral Sciences', 'Social and Personality Psychology', 'Affect and Emotion Regulation', 'Self and Social Identity', 'Prosocial Behavior', 'Social Well-being']","['COVID-19', 'dark triad', 'elderly', 'HEXACO', 'Pandemic', 'personality']"
Perceived stress as mediator for longitudinal effects of the COVID-19 lockdown on wellbeing of parents and children,https://psyarxiv.com/pj3sg/,"Feb 1, 2021","['Social and Behavioral Sciences', 'Developmental Psychology', 'Adolescence', 'Social Development', 'Middle & Late Childhood', 'Gene-environment Interaction']","['COVID-19', 'Development', 'externalizing behavior', 'internalizing behavior', 'lockdown', 'parental reactivity', 'perceived stress', 'psychological symptoms', 'resilience', 'risk factors', 'twin study', 'wellbeing']"
Systematic Review of the Quality of Mindfulness-Based School Interventions,https://psyarxiv.com/bfkjn/,"Jan 6, 2021","['Social and Behavioral Sciences', 'School Psychology', 'Intervention']","['evidence-based practice', 'mindfulness', 'school-based mindfulness', 'school mental health', 'systematic review', 'youth']"
Introducing the COVID-19 crisis Special Education Needs Coping Survey,https://psyarxiv.com/rtswa/,"Apr 14, 2021","['Social and Behavioral Sciences', 'Psychology, other', 'Clinical Psychology', 'Developmental Psychology', 'Educational Psychology']","['anxiety', 'Corona virus', 'COVID19', 'Intellectual Disability', 'Special needs']"
Unconsidered Issues of Measurement Noninvariance in Biological Psychiatry: A Focus on Biological Phenotypes of Psychopathology,https://psyarxiv.com/stvra/,"Jun 7, 2021","['Social and Behavioral Sciences', 'Quantitative Methods', 'Psychometrics', 'Clinical Psychology', 'Psychiatry']","['biological psychiatry', 'biotype', 'measurement', 'phenotype', 'psychiatry']"
Developmental Relations between Internalising Problems and ADHD in Childhood: A Symptom Level Perspective,https://psyarxiv.com/mtns6/,"May 20, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Psychiatry', 'Developmental Psychology']",[]
College student interest in teletherapy and self-guided mental health supports during the COVID-19 pandemic,https://psyarxiv.com/8unfx/,"Jun 29, 2021","['Social and Behavioral Sciences', 'Clinical Psychology']",[]
Spry_Preventing postpartum depression_Preprint,https://psyarxiv.com/2cjd3/,"May 17, 2021","['Social and Behavioral Sciences', 'Developmental Psychology', 'Prenatal Development', 'Early Adulthood', 'Adolescence', 'Psychiatry']",[]
The changes of suicidal ideation status among young people in Hong Kong during COVID-19: A longitudinal survey,https://psyarxiv.com/b4wv7/,"Jun 1, 2021",['Psychiatry'],"['COVID-19', 'mental health', 'secondary school students', 'suicidal ideation']"
Multi-modal Assessment of Reward Functioning in Adolescent Anhedonia,https://psyarxiv.com/54jk2/,"Jun 1, 2021","['Psychiatry', 'Neuroscience']","['adolescence', 'anhedonia', 'EMA', 'fMRI', 'reward']"
Multinomial Logistic Regression Model of Demographic Predictors and Confounders of Binge Alcohol Use among Adults with Major Depression,https://psyarxiv.com/5bfrg/,"Jun 29, 2021","['Social and Behavioral Sciences', 'Quantitative Methods', 'Psychiatry']",[]
Childhood abuse and adult socio-cognitive skills: Distinguishing between self and other following early trauma,https://psyarxiv.com/b54md/,"Jun 28, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Trauma and Stress']","['imitative behavior', 'maltreatment', 'self-other distinction', 'theory of mind', 'trauma']"
"Only human: Mental health difficulties among clinical, counseling, and school psychology faculty and trainees",https://psyarxiv.com/2e64m/,"Jul 13, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Diagnosis', 'Industrial and Organizational Psychology', 'Training and Development', 'Organizational Diversity', 'Occupational Health', 'Quantitative Methods', 'Mental Disorders', 'Quantitative Psychology']",[]
Does emotion dysregulation mediate the association between ADHD symptoms and internalizing problems? A longitudinal within-person analysis in a large population-representative study,https://psyarxiv.com/32dky/,"Jul 12, 2021","['Social and Behavioral Sciences', 'Developmental Psychology', 'Early Childhood']","['attention deficit/hyperactivity disorder', 'autoregressive latent trajectory model with structured residuals', 'child development', 'emotion dysregulation', 'internalizing problems']"
The World Dangerous it is – The Scrambled Sentences Task for Negative Life Events,https://psyarxiv.com/hgxd4/,"Jul 30, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Trauma and Stress']",[]
Set shifting and inhibition deficits as potential endophenotypes for depression,https://psyarxiv.com/3qpjr/,"Apr 12, 2021","['Psychiatry', 'Social and Behavioral Sciences', 'Clinical Psychology', 'Clinical Neuropsychology', 'Depressive Disorders']",[]
"Testing a Developmental Model of Parental Warmth, Amygdala–Subgenual Anterior Cingulate Cortex Connectivity, and Depressive Symptoms in Adolescents During the COVID-19 Pandemic",https://psyarxiv.com/4xv8s/,"Apr 5, 2021","['Social and Behavioral Sciences', 'Developmental Psychology', 'Emotional Development', 'Neuroscience', 'Developmental Neuroscience', 'Adolescence']","['adolescence', 'amygdala', 'COVID-19', 'depression', 'parenting', 'subgenual anterior cingulate cortex']"
Fear of relapse in schizophrenia: a mixed methods systematic review,https://psyarxiv.com/86ebc/,"Apr 23, 2021","['Social and Behavioral Sciences', 'Clinical Psychology', 'Personality Disorders', 'Psychotic Disorders']","['fear of relapse', 'psychosis', 'schizophrenia', 'wellbeing']"
Published paper,https://psyarxiv.com/gnzjt/,"Jul 2, 2018","['Neuroscience', 'Other Neuroscience and Neurobiology']",[]
Developing an Emotion- and Memory-Focused Group Intervention for PTSD with Complex Features: A Group Case Series with survivors of repeated interpersonal trauma,https://psyarxiv.com/85bm9/,"Nov 19, 2018","['Social and Behavioral Sciences', 'Clinical Psychology']",[]
"The dynamical signature of anhedonia in Major Depressive Disorder: Positive emotion dynamics, reactivity, and recovery",https://psyarxiv.com/cfkts/,"Dec 17, 2018","['Social and Behavioral Sciences', 'Psychiatry', 'Emotion', 'Clinical Psychology']","['Ambulatory Assessment', 'Consummatory anhedonia', 'Depression', 'Ecological Momentary Assessment', 'EMA', 'ESM', 'Experience Sampling Method', 'Pleasure', 'Pleasure loss', 'Positive affect', 'Positive emotions']"
Moving forward: challenges and directions for psychopathological network theory and methodology,https://psyarxiv.com/mh3cf/,"Jul 2, 2018","['Social and Behavioral Sciences', 'Social and Personality Psychology', 'Psychology, other']","['Clinical Psychology', 'Dynamic Systems', 'Mental disorders', 'Network models', 'Personalized Medicine', 'Preprint', 'PsyArXiv', 'Psychiatry', 'Reproducibility']"
"Harnessing single-session interventions to improve adolescent mental health and well-being in India: Development, adaptation, and pilot testing of online single-session interventions in Indian secondary schools",https://psyarxiv.com/4wevh/,"Feb 27, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Anxiety Disorders', 'Intervention Research', 'Cultural Psychology', 'Depressive Disorders', 'Clinical Child Psychology']","['Adolescents', 'Anxiety', 'Depression', 'Digital mental health', 'eHealth', 'Global mental health', 'Single-session intervention', 'Well-being']"
Cross-Cultural Adaptation and Psychometric Properties of the SF-8 Questionnaire in Tanzanian Swahili for a Traumatic Brain Injury Population,https://psyarxiv.com/3ugve/,"Mar 1, 2019","['Social and Behavioral Sciences', 'Health Psychology', 'Health-related Behavior']","['global health', 'injury', 'quality of life', 'scales']"
Abnormalities of confidence in psychiatry: an overview and future perspectives.,https://psyarxiv.com/fv2mx/,"Jun 25, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders', 'Psychotic Disorders', 'Anxiety Disorders', 'Cognitive Psychology', 'Substance Abuse and Addiction', 'Obsessive-compulsive and Related Disorders', 'Mental Disorders', 'Psychiatry']","['confidence', 'metacognition', 'meta-cognition', 'psychiatry', 'subclinical']"
Mechanics of contingency-based Cognitive Bias Modification: pre-existing bias affects potency of active training but not placebo conditions.,https://psyarxiv.com/scqf3/,"Aug 29, 2019","['Social and Behavioral Sciences', 'Cognitive Psychology', 'Emotion', 'Health Psychology', 'Clinical Psychology']",[]
Abnormalities of confidence in psychiatry: an overview and future perspectives.,https://psyarxiv.com/fv2mx/,"Jun 25, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Depressive Disorders', 'Psychotic Disorders', 'Anxiety Disorders', 'Cognitive Psychology', 'Substance Abuse and Addiction', 'Obsessive-compulsive and Related Disorders', 'Mental Disorders', 'Psychiatry']","['confidence', 'metacognition', 'meta-cognition', 'psychiatry', 'subclinical']"
Moving forward: challenges and directions for psychopathological network theory and methodology,https://psyarxiv.com/mh3cf/,"Jul 2, 2018","['Social and Behavioral Sciences', 'Social and Personality Psychology', 'Psychology, other']",[]
Published paper,https://psyarxiv.com/gnzjt/,"Jul 2, 2018","['Neuroscience', 'Other Neuroscience and Neurobiology']",[]
Developing an Emotion- and Memory-Focused Group Intervention for PTSD with Complex Features: A Group Case Series with survivors of repeated interpersonal trauma,https://psyarxiv.com/85bm9/,"Nov 19, 2018","['Social and Behavioral Sciences', 'Clinical Psychology']",[]
"A Path Analysis of the Role of First-Generation Status and Engagement in Social Interaction, Physical Activity, and Therapy in Satisfaction with Life among College Students",https://psyarxiv.com/xnkgw/,"Sep 28, 2020","['Social and Behavioral Sciences', 'Social and Personality Psychology', 'Well-being', 'Health Psychology', 'Stress', 'Mental Health', 'Social health', 'Psychology, other', 'Sport Psychology', 'Self and Social Identity']","['active transport', 'college counseling services', 'counseling', 'first-gen', 'first-generation students', 'life satisfaction', 'mental health', 'mental illness', 'Mplus', 'nontraditional students', 'path modeling', 'psychotherapy', 'quality of life', 'social support', 'structural regression', 'undergraduate students']"
The Fear of COVID-19 Familial Infection Scale: Initial Psychometric Examination,https://psyarxiv.com/edwta/,"Oct 6, 2020","['Psychiatry', 'Social and Behavioral Sciences', 'Social and Personality Psychology', 'Testing and Assessment', 'Clinical Psychology', 'Assessment', 'Trauma and Stress']",[]
"Mindfulness-based programs improve psychological flexibility, mental health, well-being and time management in academics",https://psyarxiv.com/9w4zp/,"Oct 11, 2020","['Social and Behavioral Sciences', 'Cognitive Psychology', 'Psychology, other', 'Industrial and Organizational Psychology', 'Social and Personality Psychology', 'Well-being', 'Quantitative Methods', 'Employee Behavior and Motivation', 'Attention', 'Experimental Design and Sample Surveys']","['academia', 'mindfulness', 'Occupational stress', 'time management', 'well-being']"
Alcohol and substance use in pregnancy during the COVID-19 pandemic,https://psyarxiv.com/h3csa/,"Oct 25, 2020",['Psychiatry'],[]
"Harnessing single-session interventions to improve adolescent mental health and well-being in India: Development, adaptation, and pilot testing of online single-session interventions in Indian secondary schools",https://psyarxiv.com/4wevh/,"Feb 27, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Anxiety Disorders', 'Intervention Research', 'Cultural Psychology', 'Depressive Disorders', 'Clinical Child Psychology']","['Adolescents', 'Anxiety', 'Depression', 'Digital mental health', 'eHealth', 'Global mental health', 'Single-session intervention', 'Well-being']"
Mindfulness-based relapse prevention trial for compulsive sexual behaviour disorder,https://psyarxiv.com/6ewu8/,"Mar 24, 2020","['Social and Behavioral Sciences', 'Clinical Psychology', 'Substance Abuse and Addiction', 'Psychiatry']","['addiction', 'CSBD', 'MBRP', 'mindfulness', 'Mindfulness-Based Relapse Prevention', 'porn addiction']"
"A Path Analysis of the Role of First-Generation Status and Engagement in Social Interaction, Physical Activity, and Therapy in Satisfaction with Life among College Students",https://psyarxiv.com/xnkgw/,"Sep 28, 2020","['Social and Behavioral Sciences', 'Social and Personality Psychology', 'Well-being', 'Health Psychology', 'Stress', 'Mental Health', 'Social health', 'Psychology, other', 'Sport Psychology', 'Self and Social Identity']","['active transport', 'college counseling services', 'counseling', 'first-gen', 'first-generation students', 'life satisfaction', 'mental health', 'mental illness', 'Mplus', 'nontraditional students', 'path modeling', 'psychotherapy', 'quality of life', 'social support', 'structural regression', 'undergraduate students']"
The Fear of COVID-19 Familial Infection Scale: Initial Psychometric Examination,https://psyarxiv.com/edwta/,"Oct 6, 2020","['Psychiatry', 'Social and Behavioral Sciences', 'Social and Personality Psychology', 'Testing and Assessment', 'Clinical Psychology', 'Assessment', 'Trauma and Stress']",[]
"Mindfulness-based programs improve psychological flexibility, mental health, well-being and time management in academics",https://psyarxiv.com/9w4zp/,"Oct 11, 2020","['Social and Behavioral Sciences', 'Cognitive Psychology', 'Psychology, other', 'Industrial and Organizational Psychology', 'Social and Personality Psychology', 'Well-being', 'Quantitative Methods', 'Employee Behavior and Motivation', 'Attention', 'Experimental Design and Sample Surveys']",[]
Alcohol and substance use in pregnancy during the COVID-19 pandemic,https://psyarxiv.com/h3csa/,"Oct 25, 2020",['Psychiatry'],[]
Evaluating Mental Health and Wellbeing of Postgraduate Researchers: Prevalence and Contributing Factors,https://psyarxiv.com/k92hq/,"Sep 20, 2020","['Social and Behavioral Sciences', 'Psychology, other']","['Mental health', 'Perfectionism', 'Postgraduate researchers', 'Sleep', 'Students', 'Suicide', 'Supervisor', 'Wellbeing']"
Does Emotional Well-Being Mediate Between the Association of Peer Support and Depressive Symptoms in University Students During COVID-19 Pandemic?,https://psyarxiv.com/k5wms/,"Nov 18, 2020","['Social and Behavioral Sciences', 'Health Psychology', 'Emotion']",[]
McLaughlin et al. (2020) - PRS - Who are the Religious Dones?,https://psyarxiv.com/uqbta/,"Nov 2, 2020","['Social and Behavioral Sciences', 'Social and Personality Psychology', 'Religion and Spirituality']",[]
