PaperName,URL,LastEdited,Categories,Source
"The sex lives of ctenophores: the influence of light, body size, and self-fertilization on the reproductive output of the sea walnut, Mnemiopsis leidyi",http://peerj.com/preprints/1607,"Dec 23, 2015","['Zoology', 'Marine Biology', 'Behavior and Ethology', 'Animal Sciences']",PeerJ
Is Outdoor Recreation Recession-proof? An Empirical Investigation on Iowan’s Lake Recreation Behavior During 2009 Recession.,http://purl.umn.edu/150640,"Nov 20, 2014",[],RePEc
The W. I. Myers Professorship of Agricultural Finance,http://purl.umn.edu/121057,"Nov 26, 2015",[],RePEc
Does the Economy Explain the Explosion in the SNAP Caseload?,http://purl.umn.edu/150558,"Jul 30, 2015",[],RePEc
"""The Real Thing:"" Nominal Price Rigidity of the Nickel Coke, 1886-1959",http://www.biu.ac.il/soc/ec/wp/2-04/2-04.pdf,"Mar 27, 2014",[],RePEc
Asset prices and banking distress: a macroeconomic approach,http://www.bis.org/publ/work167.htm,"Nov 17, 2016",[],RePEc
Fuzzy Cognitive Maps and Neutrosophic Cognitive Maps,http://arxiv.org/abs/math/0311063,"May 23, 2007",['Mathematics'],arXiv
Maladaptive coping strategies and neuroticism mediate the relationship between 5HTT-LPR polymorphisms and symptoms of anxiety in elite athletes.,http://www.biorxiv.org/content/early/2018/12/14/493320,"Dec 14, 2018",[],bioRxiv
Too Late but Profitable: Railroads in Colombia during 1920-1950,http://www.banrep.gov.co/sites/default/files/publicaciones/archivos/be_838.pdf,"Aug 14, 2014",[],RePEc
"Price deflation and real tariff rates: the United States, 1903 to 1940",http://www.minneapolisfed.org/research/DP/DP42.pdf,"Nov 7, 2013",[],RePEc
A Pragmatic Approach to the Phased Consolidation of Financial Regulation in the United States,http://www.lse.ac.uk/fmg/documents/specialPapers/2008/sp184.pdf,"Aug 22, 2013",[],RePEc
City Beautiful,http://www.philadelphiafed.org/research-and-data/publications/working-papers/2008/wp08-22.pdf,"Nov 20, 2014",[],RePEc
"Asset bubbles, domino effects and 'lifeboats': elements of the East Asian crisis",http://www.federalreserve.gov/pubs/ifdp/1998/606/ifdp606.pdf,"Feb 25, 2016",[],RePEc
Growth Poles: Agglomeration Economies and Economic Growth in Switzerland from 1860 to 2008,http://www.unige.ch/ses/dsec/repec/files/14092.pdf,"Feb 18, 2016",[],RePEc
"Examining the Effects of Five-minute, Internet-based Cognitive Behavioral Therapy and Simplified Emotion Focused Mindfulness on Depressive Symptoms: A randomized controlled trial (Japanese)",http://www.rieti.go.jp/jp/publications/dp/16j013.pdf,"Mar 17, 2016",[],RePEc
"Global Imbalances and Trends in Japan's Corporate Sector: An overview based on the savings-investment balance, etc. (Japanese)",http://www.rieti.go.jp/jp/publications/pdp/13p009.pdf,"Feb 11, 2016",[],RePEc
Does the Three Good Things Exercise Really Make People More Positive and Less Depressed? A study in Japan,http://www.rieti.go.jp/jp/publications/dp/15e001.pdf,"Feb 11, 2016",[],RePEc
The French Monetary Management in the Inter-war Period: the Dismissal of Open Market Procedure?,http://hal-ujm.archives-ouvertes.fr/ujm-00000002/document,"Nov 12, 2015",[],RePEc
The sub-optimality of the Friedman rule and the optimum quantity of money,http://econ.core.hu/doc/dp/dp/paal.pdf,"Nov 17, 2016",[],RePEc
An exploration of childhood antecedents of female adult malaise in two British birth cohorts: combining Bayesian model averaging and recursive partitioning,http://eprints.lse.ac.uk/6269/,"Mar 6, 2014",[],RePEc
"It’s no Spring Break in Cancun: The Effects of Exposure to Violence on Risk Preferences, Pro-Social Behavior and Mental Health",http://www.hicn.org/wordpress/wp-content/uploads/2012/06/HiCN-WP-207.pdf,"Feb 11, 2016",[],RePEc
Can Recessions be 'Productive'? Schumpeter and the Moderns,http://www.gredeg.cnrs.fr/working-papers/GREDEG-WP-2015-23.pdf,"Jun 11, 2015",[],RePEc
Economic consequences of the financial crisis - A Keynesian point of view,http://halshs.archives-ouvertes.fr/halshs-00335554v2/document,"Sep 17, 2015",[],RePEc
FOOD WELL-BEING: A REVIEW OF LITERATURE LE BIEN-ETRE ALIMENTAIRE : UNE REVUE DE LA LITTERATURE,http://hal.archives-ouvertes.fr/hal-01346021/document,"Sep 22, 2016",[],RePEc
"""The Real Thing:"" Nominal Price Rigidity of the Nickel Coke, 1886-1959",http://economics.emory.edu/home/assets/workingpapers/levy_04_05_paper.pdf,"Nov 7, 2013",[],RePEc
Patterns of growth and stagnation in the late nineteenth century Habsburg economy,http://eprints.lse.ac.uk/4370/,"Sep 29, 2016",[],RePEc
Balancing Strengths and Weaknesses in Dimensional Psychiatry,http://www.biorxiv.org/content/early/2017/10/20/207019,"Oct 20, 2017",[],bioRxiv
Thermodynamics of supra-arcade downflows in solar flares,http://dx.doi.org/10.1051/0004-6361/201629893,"Oct 18, 2017",[],arXiv
Arc Restores Juvenile Plasticity In Adult Mouse Visual Cortex,http://dx.doi.org/10.1101/130880,"Apr 26, 2017",[],bioRxiv
Complexin cooperates with Bruchpilot to tether synaptic vesicles to the active zone cytomatrix,http://www.biorxiv.org/content/early/2018/06/20/350207,"Jun 20, 2018",[],bioRxiv
A comprehensive map of genetic variation in the world's largest ethnic group - Han Chinese,http://www.biorxiv.org/content/early/2017/07/13/162982,"Jul 13, 2017",[],bioRxiv
The Sync/deSync model: How a synchronized hippocampus and a de-synchronized neocortex code memories,http://dx.doi.org/10.1101/185231,"Sep 6, 2017",[],bioRxiv
Perceived threat bias and reduced hippocampal volume in combat veterans,http://www.biorxiv.org/content/early/2018/09/06/313221,"Sep 6, 2018",[],bioRxiv
Cross-modal restoration of juvenile-like ocular dominance plasticity after increasing GABAergic inhibition,http://www.biorxiv.org/content/early/2018/09/13/416248,"Sep 13, 2018",[],bioRxiv
Elimination of vesicular zinc alters the behavioural and neuroanatomical effects of social defeat stress in mice,http://www.biorxiv.org/content/early/2018/08/29/402891,"Aug 29, 2018",[],bioRxiv
Genetic Associations with Subjective Well-Being Also Implicate Depression and Neuroticism,http://dx.doi.org/10.1101/032789,"Nov 24, 2015","['Biology', 'Genetics']",bioRxiv
Spatiotemporal discrimination in attractor networks with short-term synaptic plasticity,http://dx.doi.org/10.1101/296905,"Apr 7, 2018",[],bioRxiv
Coordination of brain wide activity dynamics by dopaminergic neurons,http://dx.doi.org/10.1101/042168,"Mar 2, 2016",[],bioRxiv
"Neuronal overexpression of DYRK1A/minibrain alters motor decline, neurodegeneration and synaptic plasticity in Drosophila",http://www.biorxiv.org/content/early/2018/07/17/370924,"Jul 17, 2018",[],bioRxiv
A Kirchhoff-Nernst-Planck framework for modeling large scale extracellular electrodiffusion surrounding morphologically detailed neurons,http://www.biorxiv.org/content/early/2018/02/07/261107,"Feb 7, 2018",[],bioRxiv
The neural correlates of two forms of spiritual love: an EEG study,http://dx.doi.org/10.1101/045898,"Mar 27, 2016",[],bioRxiv
ErbB4 deletion in noradrenergic neurons in the locus coeruleus induces mania-like behavior via elevated catecholamines,http://dx.doi.org/10.1101/246215,"Jan 10, 2018",[],bioRxiv
Inhibition of Glyoxalase 1 reduces alcohol self-administration in dependent and nondependent rats,http://www.biorxiv.org/content/early/2017/12/08/230995,"Dec 8, 2017",[],bioRxiv
"Did closures do any good? Labour productivity, mine dynamics, and rationalization in interwar Ruhr coal-mining",http://www.ehes.org/EHES_85.pdf,"Oct 29, 2015",[],RePEc
"Job Flows, demographics and the Great Recession",http://www.liser.lu/publi_viewer.cfm?tmp=2820,"Sep 22, 2016",[],RePEc
The Impact of Voluntary and Involuntary Retirement on Mental Health: Evidence from Older Irish Adults,http://ftp.iza.org/dp8723.pdf,"Aug 11, 2016",[],RePEc
Property and Risk: Revisit to Peasant Economy in Modern Japan,http://www.iss.u-tokyo.ac.jp/publishments/dpf/pdf/f-144.pdf,"Sep 29, 2016",[],RePEc
"The Impact of New Deal Expenditures on Local Economic Activity: An Examination of Retail Sales, 1929-1939",http://www.nber.org/papers/w8108.pdf,"Feb 11, 2016",[],RePEc
The International Linkage of Real Interest Rates: The European - U.S. Connection,http://www.nber.org/papers/w1423.pdf,"Mar 16, 2017",[],RePEc
Why Did Some Banks Perform Better During the Credit Crisis? A Cross-Country Study of the Impact of Governance and Regulation,http://www.nber.org/papers/w15180.pdf,"Aug 15, 2013",[],RePEc
The Effects of Retirement on Physical and Mental Health Outcomes,http://www.nber.org/papers/w12123.pdf,"Mar 16, 2017",[],RePEc
"Migration Creation, Diversion, and Retention: New Deal Grants and Migration: 1935-1940",http://www.nber.org/papers/w13491.pdf,"Apr 3, 2014",[],RePEc
"""Financial Crises: Systemic or Idiosyncratic""",http://www.levyinstitute.org/pubs/wp51.pdf,"Jul 10, 2014",[],RePEc
"Systemic Risk: Amplification Effects, Externalities, and Policy Responses",http://www.oenb.at/dam/jcr:8db50a61-8035-41cb-a401-b7f756233fb0/wp155_tcm16-111934.pdf,"Jan 14, 2016",[],RePEc
How Do Youth with Mental Disorders Fare in the Juvenile Justice System?,http://www.nber.org/papers/w12437.pdf,"Apr 3, 2014",[],RePEc
Swiss Exchange Rate Policy in the 1930s. Was the Delay in Devaluation Too High a Price to Pay for Conservatism?,http://www.nber.org/papers/w12491.pdf,"Nov 13, 2014",[],RePEc
The Role of Health in Retirement,http://www.nber.org/papers/w19902.pdf,"Feb 20, 2014",[],RePEc
"The Evolution of Employment Relations in U.S. and Japanese Manufacturing Firms, 1900-1960: A Comparative Historical and Institutional Analysis",http://www.nber.org/papers/w7939.pdf,"Mar 16, 2017",[],RePEc
A Decade of Debt,http://www.nber.org/papers/w16827.pdf,"Nov 13, 2014",[],RePEc
Globalization in Latin America Before 1940,http://www.nber.org/papers/w9687.pdf,"Nov 20, 2014",[],RePEc
The impact of (early) retirement on the subsequent physical and mental health of the retired: a survey among general practitioners in Belgium.,http://lirias.hubrussel.be/bitstream/123456789/4672/1/11HRP03.pdf,"Oct 8, 2015",[],RePEc
"Political conflict, child mental health, and cognitive development",http://www.econstor.eu/bitstream/10419/113146/1/VfS_2015_pid_172.pdf,"Nov 17, 2016",[],RePEc
Economics for the Masses: The Visual Display of Economic Knowledge in the United States (1921-1945),http://hal.archives-ouvertes.fr/hal-00870490/document,"Aug 20, 2015",[],RePEc
Correlation Between Intensity and Recovery in Credit Risk Models,http://swopec.hhs.se/hastef/papers/hastef0614.pdf,"Nov 24, 2016",[],RePEc
The Republic of Korea's Economy in the Swirl of Global Crisis,http://www.adbi.org/working-paper/2009/08/19/3272.korea.recovery.gfc/,"Jan 14, 2016",[],RePEc
Regime Switching and Wages in Major League Baseball under the Reserve Clause,http://mpra.ub.uni-muenchen.de/31580/1/MPRA_paper_31580.pdf,"Aug 20, 2015",[],RePEc
"Business in Emerging Markets and Human Rights- the example of worker safety in the construction sector, especially since the recovery from the world-wide economic crisis",http://web2.msm.nl/RePEc/msm/wpaper/MSM-WP2014-37.pdf,"Oct 2, 2014",[],RePEc
INEQUALITY WITHIN AND AMONG NATIONS,http://repec.wesleyan.edu/pdf/mlovell/1998001_lovell.pdf,"Nov 17, 2016",[],RePEc
Detecting Treatment-Subgroup Interactions in Clustered Data with Generalized Linear Mixed-Effects Model Trees,http://eeecon.uibk.ac.at/wopec2/repec/inn/wpaper/2015-10.pdf,"Oct 13, 2016",[],RePEc
“How Similar to South-Eastern Europe were the Islands of Cyprus and Malta in terms of Agricultural Output and Credit? Evidence during the Interwar Period”,http://mpra.ub.uni-muenchen.de/9968/1/MPRA_paper_9968.pdf,"Oct 29, 2015",[],RePEc
Marx's theory of crisis in the context of financialization. analytical insights on the current crisis,http://mpra.ub.uni-muenchen.de/39522/1/MPRA_paper_39522.pdf,"Oct 29, 2015",[],RePEc
"Small debt, large problems in Cyprus: How even small debt in a British Colony led to the political crisis and violence in October 1931.",http://mpra.ub.uni-muenchen.de/43210/1/MPRA_paper_43210.pdf,"Aug 20, 2015",[],RePEc
Exchange Rate Stability and Financial Stability.,,"Nov 17, 2016",[],RePEc
The U.S. Foreclosure Crisis: A Two-Pronged Assault on the U.S. Economy,http://www.indstate.edu/business/sites/business.indstate.edu/files/Docs/2008-WP-10_Tatom.pdf,"Oct 6, 2016",[],RePEc
Co-movements in international dollar price levels,http://mpra.ub.uni-muenchen.de/4133/1/MPRA_paper_4133.pdf,"Aug 20, 2015",[],RePEc
"The New Deal, the GI Bill, and the Post-War Housing",http://economicdynamics.org/meetpapers/2012/paper_1050.pdf,"Jul 21, 2016",[],RePEc
The Great Compression: The Wage Structure in the United States at Mid- Century,http://dash.harvard.edu/bitstream/handle/1/30703979/w3817.pdf,"Mar 16, 2017",[],RePEc
Zur Rolle und Ausgestaltung einer effizienten Einkommenspolitik,http://www.econstor.eu/bitstream/10419/46967/1/011398426.pdf,"Nov 17, 2016",[],RePEc
Peasant economy in the edebate on Japanese capitalism f: Tenancy contract facing the eTurning point f,http://www2.econ.osaka-u.ac.jp/library/global/dp/0813.pdf,"Feb 18, 2016",[],RePEc
August 2010 GDP Estimates,http://niesr.ac.uk/sites/default/files/publications/060810_131442_0.pdf,"May 15, 2014",[],RePEc
Alone at home,http://mpra.ub.uni-muenchen.de/11653/1/MPRA_paper_11653.pdf,"Oct 29, 2015",[],RePEc
"The Real Thing: Nominal Price Rigidity of the Nickel Coke, 1886–1959",http://mpra.ub.uni-muenchen.de/1046/1/MPRA_paper_1046.pdf,"Oct 29, 2015",[],RePEc
Regulating Wall Street: Exploring the Political Economy of the Possible,http://www.peri.umass.edu/fileadmin/pdf/working_papers/working_papers_251-300/WP256.pdf,"Feb 25, 2016",[],RePEc
The Federal Reserve-Treasury Accord and the Construction of the Post-War Monetary Regime in the United States,http://www.peri.umass.edu/fileadmin/pdf/working_papers/working_papers_251-300/WP273.pdf,"Sep 26, 2013",[],RePEc
Process-symptom-bridges in psychotherapy: an idiographic network approach,https://psyarxiv.com/xukgm/,"Dec 29, 2018","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",PsyArXiv
A review on shared clinical and biological aspects of bipolar disorder and frontotemporal dementia,/7gjzn,"Nov 5, 2018","['Medicine and Health Sciences', 'Psychiatry and Psychology', 'Mental Disorders']",OSF Preprints
"Samuel, D.B. & Ranseen, J.R. (2006, October). Stimulant medication’s effects on adult ADHD symptoms and NEO PI-R personality traits",https://psyarxiv.com/6drtx/,"Dec 19, 2018","['Social and Behavioral Sciences', 'Psychology', 'Personality and Social Contexts', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry', 'Clinical Psychology']",PsyArXiv
The momentary benefits of positive events for individuals with elevated social anxiety,https://psyarxiv.com/74vf6/,"Dec 5, 2019","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",PsyArXiv
Rethinking the association between overweight/obesity and ADHD in children: a longitudinal and psychosocial perspective,https://psyarxiv.com/vs3h6/,"Dec 17, 2018","['Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
Mindfulness-based interventions for psychiatric disorders: A systematic review and meta-analysis,https://mindrxiv.org/etghn/,"Jul 7, 2020","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology', 'Counseling Psychology']",MindRxiv
"Pre-print: False alarm? A comprehensive reanalysis of “Evidence that psychopathology symptom networks have limited replicability” by Forbes, Wright, Markon, and Krueger.",https://psyarxiv.com/z49tk/,"Jul 2, 2018","['Social and Behavioral Sciences', 'Psychology', 'Quantitative Psychology', 'Clinical Psychology']",PsyArXiv
The Voodoo Doll Self-Injury Task: A New Measure of Sub-Clinical Self-Harm Tendencies,https://psyarxiv.com/npjuv/,"Jul 2, 2018","['Social and Behavioral Sciences', 'Psychology']",PsyArXiv
The Dominant Cause of Cultural Shock and its Effect on the Students who are Studying at Universitas Katolik De La Salle Manado-Indonesia,/42u8n,"Jul 12, 2018","['Business', 'Social and Behavioral Sciences', 'Management Sciences and Quantitative Methods']",OSF Preprints
Using a Thin Slice Coding Approach to Assess Preschool Personality Dimensions,https://psyarxiv.com/6t3k7/,"Jul 24, 2020","['Social and Behavioral Sciences', 'Psychology', 'Child Psychology', 'Clinical Psychology', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
Effect Decomposition in the Presence of Treatment-induced Confounding: A Regression-with-residuals Approach,http://osf.io/86d2k/,"Jan 11, 2020","['Social and Behavioral Sciences', 'Social Statistics']",SocArXiv
Repenser la comorbidité psychiatrique : Une revue conceptuelle sous l’angle de la comordibité anxio-dépressive,/m8z6w,"Jul 17, 2020","['Medicine and Health Sciences', 'Psychiatry and Psychology', 'Mental Disorders', 'Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",OSF Preprints
Agomelatine: An astounding sui generis antidepressant?,https://psyarxiv.com/639tx/,"Sep 24, 2020","['Life Sciences', 'Neuroscience and Neurobiology', 'Behavioral Neurobiology', 'Molecular and Cellular Neuroscience']",PsyArXiv
Prevalence of mental disorders in South Asia: an umbrella review of systematic reviews and meta-analyses,https://psyarxiv.com/f96we/,"Sep 20, 2020","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology', 'Medicine and Health Sciences', 'Psychiatry and Psychology', 'Mental Disorders', 'Medical Specialties', 'Psychiatry']",PsyArXiv
Narrative Identity Processes and Patterns of Adjustment Across the Transition to College: A Developmentally Contextualized Approach,https://psyarxiv.com/nex54/,"Sep 19, 2020","['Social and Behavioral Sciences', 'Psychology', 'Developmental Psychology', 'Child Psychology']",PsyArXiv
"Negative and positive emotional eating uniquely interact with ease of activation, intensity, and duration of emotional reactivity to predict increased binge eating",/cp429,"Dec 23, 2020","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",OSF Preprints
Impact of life events on symptoms in psychotic disorders: 10-year longitudinal study following first admission,https://psyarxiv.com/kjgau/,"Nov 8, 2020","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",PsyArXiv
"Gender inequalities: Changes in income, time use and well-being before and during the UK COVID-19 lockdown",http://osf.io/u8ytc/,"Jun 9, 2020","['Social and Behavioral Sciences', 'Sociology', 'Inequality and Stratification', 'Domestic and Intimate Partner Violence', 'Gender and Sexuality']",SocArXiv
A Person-Centered Approach to Profiling COVID-Related Experiences in the United States: Preliminary Findings from the Epidemic-Pandemic Impacts Inventory (EPII),https://psyarxiv.com/v36hj/,"Oct 21, 2020","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology', 'Medicine and Health Sciences', 'Psychiatry and Psychology', 'Mental Disorders']",PsyArXiv
Subjective social mobility and health in Germany,http://osf.io/x3bzk/,"Feb 17, 2021","['Social and Behavioral Sciences', 'Sociology', 'Medicine and Health', 'Psychology', 'Health Psychology', 'Inequality and Stratification']",SocArXiv
"Increased mood disorder symptoms, perceived stress, and alcohol use among college students during the COVID-19 pandemic",https://psyarxiv.com/rge9k/,"Oct 15, 2020","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",PsyArXiv
"Measuring COVID-19 Fear and Threat in Australian, Indian, and Nepali University Students",https://psyarxiv.com/4s65q/,"Jan 27, 2021","['Social and Behavioral Sciences', 'Psychology', 'Social Psychology', 'Personality and Social Contexts']",PsyArXiv
What was the impact of COVID-19 on Adolescent and Young Adult cancer care and their wellbeing? Results from a cross-sectional online survey conducted in the early stages of the pandemic,https://psyarxiv.com/kb6t5/,"Jul 1, 2020","['Social and Behavioral Sciences', 'Psychology', 'Health Psychology']",PsyArXiv
"Restarting “normal” life after Covid-19 and the lockdown: Evidence from Spain, the United Kingdom, and Italy",http://osf.io/vd4cq/,"Apr 26, 2021","['Social and Behavioral Sciences', 'Economics', 'Behavioral Economics', 'Psychology', 'Cognitive Psychology']",SocArXiv
Emotion Regulation Strategy Usage Explains Links Between Institutional Caregiving and Elevated Internalizing Symptoms,https://psyarxiv.com/6dnkf/,"Nov 30, 2020","['Social and Behavioral Sciences', 'Psychology', 'Child Psychology', 'Cognitive Psychology', 'Clinical Psychology']",PsyArXiv
Mental health risk factors during COVID-19 pandemic in the Polish population,https://psyarxiv.com/3ku8w/,"Nov 2, 2020","['Social and Behavioral Sciences', 'Psychology', 'Health Psychology', 'Clinical Psychology', 'Cognitive Psychology', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
Using a thin slice coding approach to assess preschool overweight and obesity,/2ckrw,"Aug 19, 2020","['Medicine and Health Sciences', 'Psychiatry and Psychology']",OSF Preprints
From ‘It has stopped our lives’ to ‘Spending more time together has strengthened bonds': The varied experiences of Australian families during COVID-19,https://psyarxiv.com/a9jhe/,"Dec 3, 2020","['Social and Behavioral Sciences', 'Psychology', 'Child Psychology']",PsyArXiv
"Feasibility and preliminary efficacy of a multimodal exercise, nutrition, and palliative care intervention in advanced lung cancer",http://osf.io/r5t4y/,"Oct 5, 2020","['Social and Behavioral Sciences', 'Sociology', 'Medicine and Health Sciences', 'Medical Specialties', 'Rehabilitation and Therapy', 'Physical Therapy', 'Life Sciences', 'Kinesiology', 'Psychology of Movement', 'Physiotherapy']",SportRxiv
Decision tree stability and its effect on interpretation.,https://psyarxiv.com/f2utw/,"Sep 18, 2018","['Social and Behavioral Sciences', 'Psychology', 'Quantitative Psychology']",PsyArXiv
Intrauterine alcohol exposure and offspring mental health: A systematic review,https://psyarxiv.com/yk865/,"Dec 5, 2018","['Social and Behavioral Sciences', 'Psychology', 'Life Sciences']",PsyArXiv
Multiple environmental exposures along daily mobility paths and depressive symptoms: a smartphone-based tracking study,http://osf.io/m6dbf/,"Apr 20, 2021","['Social and Behavioral Sciences', 'Geography', 'Human Geography']",SocArXiv
Psychopathology and Episodic Future Thinking: A Systematic Review and Meta-Analysis of Specificity and Episodic Detail,https://psyarxiv.com/xwfhq/,"May 3, 2021","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
COVID-19 and the Future of US Fertility: What Can We Learn from Google?,http://osf.io/2bgqs/,"Oct 7, 2020","['Social and Behavioral Sciences', 'Economics', 'Labor Economics', 'Sociology', 'Family, Life Course, and Society', 'Health Economics', 'Domestic and Intimate Partner Violence', 'Demography, Population, and Ecology', 'Social Statistics']",SocArXiv
Learning it the hard way – how enjoying life and positive appraisal buffer the negative effects of stressors on mental health in the COVID-19 pandemic,https://psyarxiv.com/c4zmx/,"Mar 21, 2021","['Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
Suicidality and Treatment Experience Among Young People Who Inject Drugs,https://psyarxiv.com/yxwqd/,"Oct 15, 2020","['Social and Behavioral Sciences', 'Psychology']",PsyArXiv
The other pandemic: Obesity,http://osf.io/3rf4a/,"Jan 13, 2021","['Social and Behavioral Sciences', 'Psychology', 'Counseling Psychology', 'Other Social and Behavioral Sciences']",SocArXiv
Development and Validation of a Novel Dementia Risk Score in the UK Biobank Cohort,https://psyarxiv.com/5yvjr/,"Mar 3, 2021","['Social and Behavioral Sciences', 'Psychology', 'Health Psychology', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
A Systematic Narrative Review of Cognitive-Behavioral Therapies with Asian American Youth,/fbgvp,"Mar 31, 2021","['Social and Behavioral Sciences', 'Psychology', 'Child Psychology']",OSF Preprints
Phenomenological assessment of psychedelic induced experiences: Translation and validation of the German Challenging Experience Questionnaire (CEQ) and Ego-Dissolution Inventory (EDI),https://psyarxiv.com/kxmgq/,"Apr 5, 2021","['Social and Behavioral Sciences', 'Psychology', 'Cognitive Psychology']",PsyArXiv
Duration Perception Versus Perception Duration: A Proposed Model for the Consciously Experienced Moment.,https://psyarxiv.com/g2t5z/,"Jun 28, 2019","['Social and Behavioral Sciences', 'Psychology', 'Theory and Philosophy', 'Cognitive Psychology']",PsyArXiv
SIGNIFICANT FEATURES OF GUNUNG SEWU KARST AS GEOPARK SITE,http://osf.io/5m4qk/,"Jul 2, 2018","['Physical Sciences and Mathematics', 'Earth Sciences', 'Geomorphology']",INA-Rxiv
Memory suppression and its deficiency in psychological disorders: A focused meta-analysis,https://psyarxiv.com/5wynm/,"Sep 11, 2020","['Social and Behavioral Sciences', 'Psychology', 'Cognitive Psychology', 'Clinical Psychology']",PsyArXiv
Polygenic Risk Scores for Psychiatric Disorders Reveal Novel Clues About the Genetics of Disordered Gambling,https://psyarxiv.com/fykuh/,"Oct 22, 2019","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
"Sampling Variability is not Nonreplication: A Bayesian Reanalysis of Forbes, Wright, Markon, & Krueger",https://psyarxiv.com/egwfj/,"Jul 19, 2020","['Life Sciences', 'Research Methods in Life Sciences', 'Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology', 'Quantitative Psychology']",PsyArXiv
Analysis of Persistence in the Flood Timing and the Role of Catchment Wetness on Flood Generation in a Large River Basin in India,http://osf.io/ktsge/,"Feb 8, 2021","['Engineering', 'Civil and Environmental Engineering', 'Hydraulic Engineering', 'Physical Sciences and Mathematics', 'Statistics and Probability', 'Earth Sciences', 'Hydrology', 'Environmental Engineering']",EarthArXiv
A Latent Profile Analysis of Aggression and Victimization across Relationship Types Among Veterans Who Use Substances,/n8kub,"Jul 20, 2020","['Medicine and Health Sciences', 'Mental and Social Health', 'Substance Abuse and Addiction', 'Psychiatric and Mental Health']",OSF Preprints
Parsing social motivation: Development and validation of a self-report measure of social effort,https://psyarxiv.com/y4p8s/,"May 7, 2021","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",PsyArXiv
Developmental Relations between Internalising Problems and ADHD in Childhood: A Symptom Level Perspective,https://psyarxiv.com/mtns6/,"May 20, 2021","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry', 'Child Psychology']",PsyArXiv
College student interest in teletherapy and self-guided mental health supports during the COVID-19 pandemic,https://psyarxiv.com/8unfx/,"Jun 29, 2021","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",PsyArXiv
Spry_Preventing postpartum depression_Preprint,https://psyarxiv.com/2cjd3/,"May 17, 2021","['Social and Behavioral Sciences', 'Psychology', 'Developmental Psychology', 'Child Psychology', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
The changes of suicidal ideation status among young people in Hong Kong during COVID-19: A longitudinal survey,https://psyarxiv.com/b4wv7/,"Jun 1, 2021","['Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
Multi-modal Assessment of Reward Functioning in Adolescent Anhedonia,https://psyarxiv.com/54jk2/,"Jun 1, 2021","['Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry', 'Life Sciences', 'Neuroscience and Neurobiology']",PsyArXiv
Unconsidered Issues of Measurement Noninvariance in Biological Psychiatry: A Focus on Biological Phenotypes of Psychopathology,https://psyarxiv.com/stvra/,"Jun 7, 2021","['Social and Behavioral Sciences', 'Psychology', 'Quantitative Psychology', 'Clinical Psychology', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
Multinomial Logistic Regression Model of Demographic Predictors and Confounders of Binge Alcohol Use among Adults with Major Depression,https://psyarxiv.com/5bfrg/,"Jun 29, 2021","['Social and Behavioral Sciences', 'Psychology', 'Quantitative Psychology', 'Medicine and Health Sciences', 'Medical Specialties', 'Psychiatry']",PsyArXiv
Childhood abuse and adult socio-cognitive skills: Distinguishing between self and other following early trauma,https://psyarxiv.com/b54md/,"Jun 28, 2021","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology']",PsyArXiv
"Only human: Mental health difficulties among clinical, counseling, and school psychology faculty and trainees",https://psyarxiv.com/2e64m/,"Jul 13, 2021","['Social and Behavioral Sciences', 'Psychology', 'Clinical Psychology', 'Industrial and Organizational Psychology', 'Quantitative Psychology', 'Medicine and Health Sciences', 'Psychiatry and Psychology', 'Mental Disorders']",PsyArXiv
